EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,Gyro_1,Gyro_2,Gyro_3,Accel_1,Accel_2,Accel_3,Word_Signed
4,8,17,2,1,1,2,3,8,10,12,-6.27,-2.29,40.8,h
4,8,18,2,1,1,2,3,10,13,14,-29.1,20.5,26.5,h
5,9,20,3,1,1,2,4,10,13,14,-28.9,19.4,26.4,h
6,10,21,3,1,1,2,4,10,13,13,-27.7,17.4,27,h
7,10,22,3,2,1,1,5,10,13,13,-26.8,14.4,26.7,h
7,8,25,3,1,1,2,5,10,13,12,-27.4,12.8,28,h
7,9,22,4,1,1,2,4,10,13,12,-27.1,11.2,28.1,h
6,11,25,4,1,1,3,4,9,13,12,-27.6,10.4,28.9,h
7,14,31,4,1,1,5,4,9,12,11,-26.6,6.07,31.3,h
7,14,35,4,2,2,5,3,9,12,11,-24.8,4.65,31.6,h
7,14,35,4,2,2,6,3,9,12,11,-22.2,5.86,32.2,h
6,12,40,5,2,2,9,3,9,12,10,-17.9,0.977,32.8,h
6,11,42,5,2,1,12,3,8,11,10,-14.1,-1.04,32.5,h
5,12,44,6,2,2,12,2,8,11,10,-15.7,-5.51,34.3,h
5,13,43,6,2,1,12,3,8,11,10,-17.3,-7.3,36.6,h
5,13,41,5,2,1,12,5,8,11,10,-21.6,-7.19,37.9,h
6,11,40,5,2,1,10,4,8,11,10,-22,-5.94,38.3,h
6,12,33,4,1,1,10,4,8,11,10,-21.6,-3.89,37.8,h
8,13,30,4,1,1,9,4,8,11,10,-20.8,-3.2,36.6,h
10,14,24,3,1,1,6,4,8,11,10,-20.4,-4,36.8,h
9,15,22,3,1,1,4,3,8,11,10,-20.4,-2.81,36.3,h
9,13,31,2,1,1,5,3,8,11,10,-19.9,-2.91,36.5,h
9,12,31,2,1,1,4,2,8,11,10,-20.2,-2.64,36.3,h
8,8,29,2,1,1,3,1,8,11,10,-20.3,-2.03,35.8,h
7,6,25,3,1,1,3,1,8,11,10,-20.3,-1.86,35.9,h
6,5,27,3,1,1,3,1,8,11,10,-20.6,-1.72,35.4,h
3,6,31,6,1,1,3,1,8,11,10,-18,0.43,32.8,h
1,5,35,6,1,1,3,1,8,11,10,-17.8,-0.41,32.9,h
1,5,34,6,1,1,3,1,8,12,10,-18.7,-1.72,33.7,h
1,5,21,6,1,1,1,1,8,12,10,-19,-0.977,32.6,h
1,6,23,7,2,1,1,1,8,12,10,-18.2,-1.27,33.4,h
1,7,23,7,2,2,2,1,9,12,11,-19,-1.89,32.4,h
1,8,25,8,2,2,1,1,9,12,11,-19.1,-1.84,32.5,h
1,9,28,9,2,2,1,1,9,11,11,-16,-2.38,29.9,h
1,6,28,11,2,2,1,1,8,11,11,-19.6,-0.156,33.8,h
2,7,27,10,2,2,1,2,8,11,11,-13,-1.88,29.4,h
2,8,27,11,3,2,1,2,8,11,11,-16.9,-4.69,36.8,h
2,7,34,10,2,1,3,2,8,11,11,-14.8,-0.977,35.7,h
2,8,41,10,2,2,6,3,8,10,11,-13.3,-2.6,39.1,h
1,7,42,10,2,2,8,5,8,10,12,-12.5,-0.781,44,h
1,7,42,8,2,2,11,5,8,10,12,-12.5,-0.781,44,h
3,6,40,8,2,2,11,6,8,10,12,-12.5,-0.781,44,h
3,14,38,4,4,5,11,6,8,10,12,-12.5,-0.781,44,h
4,12,36,4,4,6,10,6,8,10,12,-12.5,-0.781,44,h
4,13,35,4,4,7,12,9,8,10,12,-12.5,-0.781,44,h
4,13,28,4,4,8,13,10,8,7,12,6.88,-3.05,42.5,h
4,12,19,4,4,7,13,9,8,7,12,6.37,-5.94,41.9,h
6,12,20,3,4,8,11,7,8,7,12,6.37,-5.94,41.9,h
6,11,14,3,4,8,13,7,8,7,12,6.37,-5.94,41.9,h
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,8,7,12,10.7,-2.11,40.8,h
3,3,3,3,3,3,3,3,8,7,12,9.49,-1.54,40.9,h
3,3,3,3,3,3,3,3,8,7,12,10.6,-1.68,41.3,h
3,3,3,3,3,3,3,3,8,7,12,9.88,-0.957,40.3,h
4,2,25,3,0,4,14,8,8,7,12,10.7,-3.32,39.8,h
4,2,21,3,0,5,12,6,8,7,12,10.7,-3.32,39.8,h
4,1,22,3,0,4,13,6,8,7,12,10.7,-3.32,39.8,h
3,2,23,3,1,4,13,5,8,7,12,10.3,-2.77,40.5,h
3,2,26,4,1,4,11,5,8,7,12,10.9,-3.73,41.4,h
2,3,24,4,1,3,10,7,8,7,12,9.96,-1.07,42.9,h
2,3,24,4,1,3,9,7,8,7,12,10,-0.391,42,h
2,3,26,5,1,3,7,5,8,7,12,10.6,-2.93,42.7,h
1,3,25,6,1,3,6,5,8,7,12,10.4,-0.0977,41.4,h
1,4,26,6,1,4,8,6,8,7,12,11.6,-2.91,40.9,h
1,4,26,6,2,4,7,6,8,7,12,13.3,-4.43,40.8,h
1,4,25,6,1,4,7,8,8,7,12,15.4,-1.74,43.2,h
1,3,25,5,1,4,7,7,8,7,12,13.4,-2.85,45.4,h
1,2,22,5,2,5,7,6,8,7,12,10.7,-2.99,48,h
1,2,21,8,2,5,8,7,8,7,12,9.61,-2.85,47.9,h
1,2,19,7,2,5,8,7,8,8,12,7.29,-3.57,46.3,h
1,2,19,7,2,5,8,7,8,8,12,5.14,-1.82,44.5,h
1,2,24,8,3,3,6,6,8,9,12,1.04,-1.5,43.2,h
1,3,23,9,3,3,5,7,8,9,12,-1.37,-0.742,41.3,h
2,3,21,10,4,3,4,5,9,10,12,-5.84,1.72,40.3,h
2,4,19,12,5,3,4,5,9,10,13,-7.34,0.0977,37.8,h
2,5,18,12,5,2,4,5,9,11,13,-11,1.74,37.3,h
2,6,21,11,5,2,2,4,9,11,13,-15.4,4.1,33.2,h
2,7,27,11,5,2,2,4,9,11,13,-16.7,6,31.8,h
2,7,28,11,5,2,2,4,9,12,14,-17.9,7.95,29.7,h
2,6,23,12,5,2,4,5,9,12,14,-19.8,11.2,26.8,h
2,6,28,14,4,2,4,4,10,12,14,-22,11.5,26.8,h
2,6,29,14,5,3,5,3,10,12,14,-23.3,13.7,27.5,h
2,6,30,12,6,3,6,3,10,12,14,-22.3,22.7,30.5,h
2,5,40,12,5,3,8,3,10,12,14,-22.6,4.77,30.3,h
4,11,40,11,5,4,11,3,10,12,14,-25.4,17.2,31.6,h
4,12,34,11,6,4,11,5,10,12,14,-25.5,12.1,30.7,h
5,12,33,11,6,4,12,5,10,12,14,-25.5,12.1,30.7,h
5,12,36,9,6,3,11,4,10,12,14,-25.5,12.1,30.7,h
4,11,29,6,6,3,11,5,10,12,14,-25.5,12.1,30.7,h
5,12,28,6,5,2,10,6,10,12,14,-25.5,12.1,30.7,h
6,12,25,7,4,2,8,5,10,12,14,-25.5,12.1,30.7,h
6,12,16,6,4,2,7,6,10,12,14,-25.5,12.1,30.7,h
4,4,13,5,3,2,4,5,10,12,14,-25.5,12.1,30.7,h
5,3,16,5,2,1,4,4,10,12,14,-25.5,12.1,30.7,h
5,4,15,5,1,1,3,4,10,12,14,-25.5,12.1,30.7,h
5,5,12,5,1,1,3,4,10,12,14,-25.5,12.1,30.7,h
5,5,13,4,1,1,3,4,10,12,14,-25.5,12.1,30.7,h
5,4,18,4,0,1,3,4,10,12,14,-25.5,12.1,30.7,h
5,5,21,3,0,1,3,4,10,12,14,-25.5,12.1,30.7,h
4,5,21,3,1,1,3,4,10,12,14,-25.5,12.1,30.7,h
4,5,22,2,1,1,3,4,10,12,14,-25.5,12.1,30.7,h
3,6,17,3,2,1,4,3,10,12,14,-25.5,12.1,30.7,h
4,5,21,2,2,1,3,3,10,12,14,-25.5,12.1,30.7,h
5,5,23,2,2,1,3,3,10,12,14,-25.5,12.1,30.7,h
5,8,30,3,2,1,2,2,10,12,14,-25.5,12.1,30.7,h
5,8,29,3,2,1,3,2,10,12,14,-25.5,12.1,30.7,h
4,7,32,3,2,1,2,2,10,12,14,-25.5,12.1,30.7,h
4,7,32,4,1,1,3,3,10,12,14,-25.5,12.1,30.7,h
5,10,32,4,1,1,2,5,10,12,14,-25.5,12.1,30.7,h
6,10,34,5,1,1,2,5,8,11,10,-9.71,0.918,33.7,h
6,12,33,6,1,1,2,5,8,11,10,-13.2,-5.08,37,h
5,13,40,6,2,1,3,4,8,11,10,-15.9,-3.89,38.6,h
6,13,37,6,2,2,2,4,8,11,10,-17.8,-3.98,39.2,h
6,14,34,6,2,2,2,5,8,11,10,-18,-2.85,39.8,h
6,14,28,6,2,2,2,5,8,11,10,-17.2,-0.313,39.3,h
6,14,31,4,2,2,1,5,8,11,10,-16.1,0,37.9,h
4,13,35,4,2,2,1,3,8,11,10,-16.3,-0.273,37.5,h
3,14,34,4,2,2,1,3,8,11,11,-14.5,0.332,35.6,h
3,13,32,3,2,2,1,3,9,11,11,-13.5,0.625,34.6,h
3,12,24,3,1,2,1,4,9,11,11,-13.4,-0.332,32.6,h
2,9,19,2,2,2,1,4,9,11,11,-14.4,0.508,34.1,h
2,9,22,2,2,2,1,3,9,11,11,-14.4,3.46,34.9,h
2,10,29,3,2,2,1,3,9,11,11,-15.2,-0.0391,34.4,h
2,10,27,5,2,1,1,5,9,11,11,-13.8,2.95,34.7,h
2,8,26,6,2,1,2,6,9,10,11,-14.6,4.39,36.1,h
4,5,30,8,2,1,2,7,9,10,12,-12.1,3.5,35.9,h
4,4,31,9,3,1,2,7,9,10,12,-10.1,4.9,37.7,h
6,5,35,10,3,1,2,7,9,10,12,-10.8,6.17,41.2,h
6,4,36,11,3,1,2,7,9,9,12,-6.89,3.14,41.2,h
6,3,35,13,3,1,2,7,9,9,12,-4.94,4.06,44.4,h
6,2,35,12,4,2,3,8,9,9,12,-0.352,3.07,44.8,h
6,2,33,10,4,3,4,6,9,8,12,9.16,3.13,47,h
5,2,30,9,4,3,4,4,9,7,12,9.84,1.39,44.3,h
3,2,26,8,3,5,9,3,9,7,12,8.98,1.07,41.4,h
9,3,23,6,4,12,21,13,9,7,12,15.1,1.11,36,h
8,3,21,5,3,14,24,16,8,7,12,-0.195,2.38,41.3,h
7,3,23,5,3,14,29,17,8,7,12,14.6,-0.332,46.1,h
8,3,18,3,3,15,36,18,9,7,12,9.02,3.85,41.4,h
9,3,11,2,2,14,39,17,9,7,12,10.3,-1.45,39.5,h
9,3,11,2,2,13,38,18,9,7,12,9.94,-0.938,39.3,h
9,2,13,2,1,13,36,18,9,7,12,9.24,2.71,39.5,h
10,2,12,2,1,13,33,20,9,7,12,9.92,-0.273,40.7,h
5,2,13,1,1,7,24,13,9,7,12,9.55,0.215,41.1,h
5,1,11,1,0,5,21,11,9,7,12,9.75,2.73,41.5,h
5,1,8,1,1,5,20,10,9,7,12,9.65,1.11,40.5,h
4,1,9,1,1,4,14,9,9,7,12,9.75,-0.137,40.8,h
3,2,10,2,1,4,11,7,9,7,12,9.61,1.48,41,h
4,2,10,2,1,4,14,8,9,7,12,9.82,0.43,41.2,h
4,2,6,2,1,4,15,8,9,7,12,9.26,0.801,41,h
3,2,6,1,1,3,14,7,8,7,12,9.82,0.527,41.4,h
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,8,8,12,5.68,-6.19,40.1,h
3,3,3,3,3,3,3,3,8,8,12,5.68,-6.19,40.1,h
3,3,3,3,3,3,3,3,8,8,12,5.68,-6.19,40.1,h
3,3,3,3,3,3,3,3,8,8,12,5.68,-6.19,40.1,h
5,4,6,1,1,5,6,2,8,8,12,6.19,-6.99,41.4,h
4,4,5,1,1,5,6,3,8,8,12,6.19,-6.99,41.4,h
4,3,5,1,1,5,6,3,8,8,12,6.19,-6.99,41.4,h
3,3,6,1,1,5,6,4,8,8,12,6.19,-6.99,41.4,h
3,3,6,1,1,4,7,5,8,8,12,6.19,-6.99,41.4,h
2,3,6,1,1,4,8,5,8,8,12,6.19,-6.99,41.4,h
3,3,10,2,1,4,8,5,8,8,12,6.5,-4.49,39.9,h
2,3,12,2,0,4,7,6,8,8,12,7.46,-5.23,40.6,h
2,2,13,2,1,5,6,6,8,8,12,7.27,-4.9,43,h
2,2,13,3,0,5,6,5,8,8,12,6.5,-3.77,43.3,h
2,2,16,3,1,5,6,5,8,8,12,7.71,-4.28,45.8,h
2,2,20,3,1,5,6,4,8,7,12,7.68,-3.69,45,h
2,2,22,4,2,5,5,3,8,7,12,8.42,-2.05,41.7,h
2,2,23,6,2,4,4,4,8,7,12,10.1,-5.86,40.8,h
1,2,23,7,3,5,4,4,8,7,12,10.5,-5.35,40.9,h
2,2,25,7,3,4,4,3,8,7,12,14.5,-3.26,44.5,h
1,2,24,8,4,3,6,4,8,7,12,12,-6.04,47.3,h
1,2,26,7,4,3,6,4,8,8,12,7.11,-2.52,47.6,h
2,2,23,7,4,2,6,4,8,8,12,5.33,-3.03,47,h
2,2,19,7,5,4,9,4,8,8,12,3.61,-3.03,44.9,h
2,2,17,5,5,4,9,4,8,9,12,0.957,-2.29,43.8,h
3,3,17,5,5,5,10,4,8,9,13,-2.05,-3.91,39.5,h
2,3,15,3,5,6,9,5,8,10,13,-4.2,-3.79,38.1,h
2,3,9,4,6,6,9,4,9,10,13,-9.16,-0.527,38.3,h
3,5,20,3,6,5,6,4,9,11,13,-11.5,2.79,35.6,h
3,5,21,3,7,6,5,7,9,11,13,-16.7,5.04,33.3,h
4,5,21,6,8,6,5,8,9,12,14,-18.4,5.49,32.1,h
4,5,28,7,8,4,2,9,9,12,14,-19.8,8.42,30.8,h
3,6,35,9,10,7,2,9,9,12,14,-21.3,11.8,28.4,h
3,5,34,10,11,6,5,10,10,12,14,-22.9,13.7,27,h
3,5,33,11,10,4,4,10,10,12,15,-26.2,13.4,28.2,h
3,5,38,13,19,7,6,11,10,12,15,-22.7,22.4,27.8,h
2,5,27,13,24,8,8,11,10,12,15,-21.1,7.64,29.6,h
2,4,26,15,25,8,8,8,10,12,15,-24.9,11.5,31.3,h
1,4,25,12,25,9,11,7,10,12,15,-24.6,15.8,30.4,h
0,4,19,12,24,11,11,7,10,12,15,-25.6,11.7,30.8,h
1,3,12,10,24,9,12,6,10,12,15,-26.1,13.3,31.6,h
1,3,15,10,26,10,10,5,10,12,15,-23,12.1,30.3,h
1,3,15,10,26,11,10,4,10,12,15,-23.3,14.4,30.4,h
1,2,12,9,17,8,9,4,10,12,15,-25.1,13.1,30.4,h
1,2,12,9,12,7,7,4,10,12,15,-24.1,12.4,30.4,h
1,2,13,8,10,6,8,4,10,12,15,-25.9,14.4,30.7,h
1,2,15,7,10,5,7,5,10,12,15,-25.6,14.3,30.5,h
2,1,15,8,10,3,7,4,10,12,15,-23.6,14.2,30.6,h
2,2,15,8,7,3,6,4,10,12,15,-27.3,17.1,31.1,h
3,2,11,6,4,2,5,4,10,12,15,-27.1,15.9,30.3,h
3,3,11,6,4,1,5,4,10,12,14,-27.2,17.8,30.4,h
3,3,13,5,3,1,5,4,10,12,14,-27.3,14.8,30,h
3,3,14,4,3,2,5,4,10,12,14,-28.1,14.6,30.2,h
3,4,13,4,3,2,4,4,10,12,14,-27.1,13.7,30.5,h
3,4,10,4,2,1,3,4,10,12,14,-27.5,14.2,30,h
4,4,14,4,2,1,3,4,10,12,13,-27,12.8,31.1,h
4,5,16,4,2,1,4,4,9,12,13,-26.5,10.3,31.2,h
4,5,15,4,2,1,4,4,9,12,13,-26.2,10.8,31.9,h
4,6,15,5,2,1,5,5,9,12,13,-25.8,8.16,32.2,h
4,9,15,6,2,1,5,5,9,12,12,-24.3,6.15,32.1,h
4,10,17,5,2,1,5,4,9,12,12,-24.1,5.78,32.6,h
6,10,18,5,2,1,5,6,9,12,12,-22.5,3.16,32.6,h
5,10,19,6,2,1,5,5,9,12,11,-21.4,2.58,34.1,h
4,13,19,7,2,1,4,5,9,12,11,-18.4,6,32.9,h
4,14,20,7,3,1,3,5,9,11,11,-10.5,-4.02,32.8,h
4,15,25,8,3,1,4,4,9,11,11,-15,1.99,33.5,h
5,16,37,8,3,1,3,4,8,11,11,-17.1,-4.49,36.6,h
6,15,36,8,3,2,3,7,8,11,11,-20.2,-3.11,37.6,h
7,15,31,8,2,2,3,6,8,11,11,-21.5,-2.93,38.9,h
6,19,38,9,2,2,3,5,8,11,11,-20.1,-1.31,38.4,h
6,19,38,8,2,2,3,5,8,11,11,-20.1,-1.19,37.9,h
7,19,35,7,2,2,3,6,8,11,11,-19.8,-0.488,38.3,h
7,20,31,7,1,2,3,6,8,11,11,-18.3,-0.176,37.1,h
7,21,27,6,1,1,3,6,8,11,11,-18.2,-0.625,37,h
6,19,20,4,1,1,3,6,8,11,11,-18,0.117,36.9,h
4,17,20,6,1,1,2,3,9,11,11,-17.8,0.332,35.4,h
3,16,27,6,1,1,2,3,9,11,11,-18,-0.137,34.7,h
3,12,20,5,1,1,2,3,9,11,11,-17.1,0.293,33.7,h
3,11,25,6,1,1,1,3,9,11,11,-16.8,0.527,33.3,h
2,9,27,5,1,1,1,2,9,11,11,-16.6,0.781,34.3,h
2,7,29,6,1,1,1,2,9,11,11,-17.5,2.85,32.8,h
2,6,31,6,1,1,1,2,9,11,11,-15.3,1.23,34,h
2,5,33,9,2,2,1,3,9,11,11,-15.3,4.47,34.1,h
2,7,38,6,3,2,1,3,9,11,12,-15,2.91,35.5,h
2,7,37,6,2,2,1,3,9,11,12,-15,2.91,35.5,h
2,7,40,7,2,2,1,2,9,11,12,-15,2.91,35.5,h
2,6,38,8,2,2,1,2,9,11,12,-15,2.91,35.5,h
2,6,39,11,3,2,1,2,9,11,12,-15,2.91,35.5,h
2,6,37,13,3,2,1,2,9,11,12,-15,2.91,35.5,h
1,8,44,13,2,1,1,2,9,11,12,-15,2.91,35.5,h
2,8,47,13,2,2,1,2,9,11,12,-15,2.91,35.5,h
2,8,42,14,1,2,2,2,9,8,12,-1.09,4.45,47.9,h
3,8,37,14,1,3,4,2,9,8,12,3.54,1.84,46.1,h
3,8,35,15,2,4,5,2,9,8,12,3.54,1.84,46.1,h
4,9,33,13,2,4,10,8,9,7,12,9.38,1.33,40.6,h
6,9,29,11,2,5,16,9,9,7,12,60.5,-1.43,83.7,h
6,10,33,8,2,5,18,11,9,7,12,-19.1,16.7,55,h
7,7,23,7,1,5,18,12,9,7,12,20,1.33,49,h
7,8,14,5,1,6,23,12,9,7,12,6.13,3.28,45.8,h
6,6,16,5,1,7,22,13,9,7,12,7.79,2.77,41.6,h
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,8,8,12,5.98,-5.45,40.2,h
3,3,3,3,3,3,3,3,8,8,12,6.17,-6.23,40.4,h
3,3,3,3,3,3,3,3,8,8,12,6.11,-6.13,40.7,h
3,3,3,3,3,3,3,3,8,8,12,6.13,-6.86,41.4,h
4,7,18,3,1,7,15,10,8,8,12,5.9,-6.99,41.4,h
3,6,16,2,1,8,14,11,8,8,12,6.31,-6.72,42,h
3,5,14,2,1,8,15,12,8,8,12,6.05,-6.29,42,h
3,5,14,2,1,8,19,12,8,8,12,6.43,-6.88,42.3,h
2,2,15,1,1,7,17,13,8,8,12,6.41,-5.96,41.7,h
3,2,15,1,1,7,14,13,8,8,12,6.72,-5.8,41,h
2,1,9,0,0,5,13,11,8,8,12,6.33,-5,40.7,h
2,1,8,1,0,6,13,11,8,8,12,6.76,-4.18,41.3,h
2,1,10,1,1,6,12,9,8,8,12,6.64,-3.28,42.9,h
2,1,13,1,1,5,12,7,8,8,12,6.82,-2.13,43.9,h
3,1,17,1,1,4,9,5,8,7,12,8.71,-2.32,46.5,h
3,1,16,1,2,4,4,5,8,7,12,6.88,-9.12,44.6,h
3,3,15,3,2,4,5,4,8,7,12,9.75,-9.51,44.4,h
3,4,17,5,2,4,6,4,8,8,12,9.47,-13.5,46.9,h
3,4,17,6,3,3,5,5,8,8,12,3.93,-7.89,46.6,h
4,5,18,6,3,2,5,5,8,9,13,1.07,-6.27,44.8,h
4,6,23,6,2,2,7,5,8,9,13,-0.703,-5.64,43.8,h
4,6,22,7,2,3,7,4,8,9,13,-1.91,-4.77,43.4,h
3,8,22,9,3,3,8,5,8,9,13,-1.91,-4.77,43.4,h
4,7,23,9,3,2,7,3,8,9,13,-1.91,-4.77,43.4,h
4,6,24,8,3,2,7,5,8,9,13,-1.91,-4.77,43.4,h
4,6,23,7,4,2,6,4,8,9,13,-1.91,-4.77,43.4,h
4,6,24,7,4,3,7,3,8,9,13,-1.91,-4.77,43.4,h
3,6,23,7,4,3,6,3,8,9,13,-1.91,-4.77,43.4,h
4,8,20,7,12,9,5,3,8,9,13,-1.91,-4.77,43.4,h
4,8,22,8,12,10,6,3,8,9,13,-1.91,-4.77,43.4,h
4,6,16,8,11,9,10,2,8,9,13,-1.91,-4.77,43.4,h
3,6,17,8,15,12,10,5,8,9,13,-1.91,-4.77,43.4,h
3,5,16,11,16,12,10,4,8,9,13,-1.91,-4.77,43.4,h
3,5,19,10,17,12,10,5,8,9,13,-1.91,-4.77,43.4,h
3,4,19,10,19,14,10,6,8,9,13,-1.91,-4.77,43.4,h
3,5,26,12,22,15,10,7,8,9,13,-1.91,-4.77,43.4,h
3,3,21,12,15,10,9,7,10,12,15,-22.9,15.1,27.8,h
3,3,18,12,15,9,8,7,10,12,15,-22.9,15.1,27.8,h
3,3,18,11,19,10,4,7,10,12,15,-22.9,15.1,27.8,h
2,5,20,11,17,8,4,6,10,12,15,-22.9,15.1,27.8,h
2,5,21,8,17,8,3,6,10,12,15,-24.4,14.7,29.8,h
3,5,19,9,15,7,4,5,10,12,15,-26.7,16,29.5,h
3,5,18,8,12,5,3,4,10,12,15,-24.9,14.8,29.8,h
3,6,22,7,10,5,3,4,10,12,15,-26.7,17,30,h
5,6,24,6,9,4,3,5,10,12,15,-25.7,17.2,31.1,h
5,6,28,5,9,4,3,5,10,12,15,-28.4,19.3,30.2,h
5,6,28,5,5,3,4,5,10,13,15,-28.1,15.9,29.7,h
5,5,26,5,4,3,3,5,10,13,14,-28.5,15.7,30.3,h
6,7,32,4,2,2,3,5,10,13,14,-28.2,12.9,29.3,h
6,8,33,4,2,2,3,6,10,12,14,-27.1,12.6,29.8,h
6,8,33,6,2,2,3,7,10,12,14,-26.8,10.6,30.3,h
6,7,27,5,2,1,3,7,9,12,13,-24.9,8.67,31.4,h
4,8,28,5,2,2,3,7,9,12,13,-25.4,8.18,31.5,h
7,11,24,6,2,1,3,8,9,12,13,-26.1,11.7,33.4,h
10,17,31,6,2,1,3,7,9,12,13,-25.7,9.88,33.1,h
9,22,38,6,2,1,4,8,9,12,12,-23.4,4.79,33.1,h
10,22,33,6,2,1,4,9,9,12,12,-23,5.27,33.8,h
10,22,36,6,2,1,7,8,9,12,11,-20.6,3.03,34,h
10,21,39,5,2,1,8,8,9,11,11,-17.2,4.86,35.4,h
10,22,47,7,2,1,8,8,9,11,11,-13.4,2.89,34.2,h
12,23,47,8,2,2,8,11,9,11,11,-12.7,2.85,33.3,h
10,21,48,7,2,2,10,9,9,11,11,-12.1,-0.293,35.4,h
8,17,45,8,2,2,10,10,9,11,11,-15.7,-1.74,37.2,h
8,14,36,8,2,2,10,10,9,11,11,-18.5,-1.21,39.1,h
6,12,35,8,2,2,15,9,9,11,11,-17.6,-1.33,39,h
6,11,36,8,2,1,13,8,9,11,11,-18.5,1.21,38.6,h
6,13,32,8,2,2,17,9,9,11,11,-17.2,0.371,38.7,h
6,12,20,6,3,2,16,8,9,11,11,-17.5,0.566,38.1,h
5,10,22,6,2,1,20,9,9,11,11,-17.1,1.95,36.9,h
5,8,23,5,2,1,19,9,9,11,11,-17,1.13,37.1,h
5,7,20,4,2,1,21,9,9,11,11,-16.4,1.58,36.2,h
4,4,21,3,2,1,20,8,9,11,11,-16,1.68,34.5,h
4,5,22,3,1,1,15,8,9,11,11,-15.6,1.37,34.6,h
4,5,17,3,1,1,14,8,9,11,11,-14.6,2.38,32.3,h
3,5,17,3,1,1,10,7,9,11,11,-15,1.82,32.5,h
3,5,15,4,0,1,10,7,9,11,11,-16.1,1.05,33.8,h
3,5,10,5,1,1,6,4,9,11,11,-15.4,3.71,33.3,h
2,5,12,5,1,1,5,4,9,11,12,-17.6,2.17,34.6,h
3,5,15,5,1,2,3,5,9,11,12,-16.5,3.3,34.8,h
3,5,14,5,1,2,4,5,9,11,12,-15.6,4.24,33.5,h
3,5,15,5,1,2,5,6,9,11,12,-15.2,2.75,35.9,h
3,4,15,9,2,2,5,6,9,10,12,-14.8,2.34,36.8,h
3,3,17,10,2,2,5,7,9,10,12,-12,0.645,37.3,h
2,4,17,8,3,2,4,7,9,10,12,-9.92,2.27,42.5,h
2,3,26,10,3,2,4,9,9,9,12,-5.64,3.13,44.2,h
2,4,27,10,4,2,4,8,8,8,12,3.44,1.31,49.1,h
3,8,22,10,4,4,8,7,8,8,12,9.43,2.81,48,h
3,9,23,12,4,4,9,7,8,8,12,9.43,2.81,48,h
3,9,20,11,4,4,9,6,8,8,12,9.43,2.81,48,h
4,10,19,7,3,5,16,8,8,8,12,9.43,2.81,48,h
6,14,23,7,3,5,16,8,8,8,12,9.43,2.81,48,h
7,14,23,7,3,6,16,8,8,8,12,9.43,2.81,48,h
7,14,16,5,3,6,16,5,8,8,12,9.43,2.81,48,h
7,14,11,5,2,7,16,6,8,8,12,9.43,2.81,48,h
6,10,14,5,2,6,14,6,8,8,12,9.43,2.81,48,h
6,9,13,3,2,6,12,6,8,8,12,9.43,2.81,48,h
7,8,13,3,2,6,12,6,8,8,12,9.43,2.81,48,h
5,7,16,3,2,6,9,3,8,7,12,8.48,-1.43,41.3,h
4,4,11,3,2,6,12,3,8,7,12,8.48,-1.43,41.3,h
3,2,11,2,2,6,16,6,8,7,12,8.48,-1.43,41.3,h
0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPACE
3,3,3,3,3,3,3,3,8,7,12,8.18,-6.31,41.1,h
3,3,3,3,3,3,3,3,8,7,12,7.87,-5.88,41.1,h
3,3,3,3,3,3,3,3,8,7,12,8.01,-5.53,41.1,h
3,3,3,3,3,3,3,3,8,7,12,7.6,-6.05,40.3,h
6,5,12,1,1,4,14,11,8,7,12,7.77,-6,40.9,h
6,5,11,1,1,4,12,12,8,7,12,8.52,-5.78,41.2,h
5,5,13,1,1,3,12,11,8,7,12,7.66,-6.86,40.9,h
5,4,15,1,1,3,10,11,8,7,12,7.73,-7.11,42.1,h
5,4,14,1,1,3,10,9,8,7,12,7.66,-3.95,44.2,h
4,3,14,1,0,4,10,11,8,7,12,8.36,-4.18,42.2,h
4,2,13,1,1,3,9,8,8,7,12,8.18,-5.49,40.2,h
3,2,12,3,1,3,7,7,8,7,12,8.11,-3.61,40.2,h
2,3,12,5,2,3,6,8,8,7,12,8.61,-3.42,43.9,h
1,3,13,6,2,3,6,5,8,7,12,9.88,-2.46,45.1,h
2,3,13,6,2,3,5,5,8,7,12,11.3,-5.96,46.2,h
1,3,10,7,3,4,4,5,8,7,12,11.8,-9.77,46.4,h
3,3,12,9,3,4,4,4,8,7,13,11.4,-7.68,49,h
3,4,16,12,3,3,3,4,8,8,13,9.16,-5.27,47.8,h
3,4,16,13,5,3,2,4,8,8,13,4.88,-6.86,46.7,h
3,4,18,12,5,4,1,4,8,9,13,1.21,-5.16,43.8,h
4,4,16,10,5,4,2,3,8,9,13,-1.95,-3.24,42.1,h
4,4,17,10,6,5,2,3,8,10,13,-6.6,-2.42,40.3,h
4,5,20,10,7,5,3,3,9,10,13,-8.05,-0.742,37.6,h
4,6,21,9,7,5,4,3,9,11,14,-10.2,1.13,35.7,h
3,6,23,9,7,4,4,3,9,11,14,-10.2,1.13,35.7,h
3,5,21,7,6,4,4,3,9,11,14,-10.2,1.13,35.7,h
